"ID","Area","Year","Element","Unit","Value","Item","Element.1","Unit.1","Value.1","Item.1","Unit.2","Value.2"
"Morocco 1992","Morocco",1992,"Total Population - Both sexes","1000 persons",25400.676,"Cereals, primary","Production","tonnes",2950232.19,"Cropland","1000 ha",9716
"Morocco 1993","Morocco",1993,"Total Population - Both sexes","1000 persons",25806.777,"Cereals, primary","Production","tonnes",2817864.04,"Cropland","1000 ha",9811
"Morocco 1994","Morocco",1994,"Total Population - Both sexes","1000 persons",26201.551,"Cereals, primary","Production","tonnes",9638630,"Cropland","1000 ha",9964
"Morocco 1995","Morocco",1995,"Total Population - Both sexes","1000 persons",26599.048,"Cereals, primary","Production","tonnes",1783230,"Cropland","1000 ha",9749
"Morocco 1996","Morocco",1996,"Total Population - Both sexes","1000 persons",26999.093,"Cereals, primary","Production","tonnes",10103303.7,"Cropland","1000 ha",9966
"Morocco 1997","Morocco",1997,"Total Population - Both sexes","1000 persons",27397.118,"Cereals, primary","Production","tonnes",4097670.63,"Cropland","1000 ha",9895
"Morocco 1998","Morocco",1998,"Total Population - Both sexes","1000 persons",27791.825,"Cereals, primary","Production","tonnes",6629516.41,"Cropland","1000 ha",9976
"Morocco 1999","Morocco",1999,"Total Population - Both sexes","1000 persons",28176.997,"Cereals, primary","Production","tonnes",3843292.32,"Cropland","1000 ha",9693
"Morocco 2000","Morocco",2000,"Total Population - Both sexes","1000 persons",28554.415,"Cereals, primary","Production","tonnes",1996648.9,"Cropland","1000 ha",9652
"Morocco 2001","Morocco",2001,"Total Population - Both sexes","1000 persons",28930.097,"Cereals, primary","Production","tonnes",4603349.74,"Cropland","1000 ha",9370
"Morocco 2002","Morocco",2002,"Total Population - Both sexes","1000 persons",29301.817,"Cereals, primary","Production","tonnes",5287814.6,"Cropland","1000 ha",9283
"Morocco 2003","Morocco",2003,"Total Population - Both sexes","1000 persons",29661.27,"Cereals, primary","Production","tonnes",7969118.32,"Cropland","1000 ha",9876
"Morocco 2004","Morocco",2004,"Total Population - Both sexes","1000 persons",30033.125,"Cereals, primary","Production","tonnes",8598634.63,"Cropland","1000 ha",9041
"Morocco 2005","Morocco",2005,"Total Population - Both sexes","1000 persons",30431.902,"Cereals, primary","Production","tonnes",4279354.31,"Cropland","1000 ha",8989
"Morocco 2006","Morocco",2006,"Total Population - Both sexes","1000 persons",30833.022,"Cereals, primary","Production","tonnes",9236077.13,"Cropland","1000 ha",8946
"Morocco 2007","Morocco",2007,"Total Population - Both sexes","1000 persons",31232.633,"Cereals, primary","Production","tonnes",2505021.89,"Cropland","1000 ha",8960
"Morocco 2008","Morocco",2008,"Total Population - Both sexes","1000 persons",31634.992,"Cereals, primary","Production","tonnes",5330290.42,"Cropland","1000 ha",8981
"Morocco 2009","Morocco",2009,"Total Population - Both sexes","1000 persons",32042.877,"Cereals, primary","Production","tonnes",10443719.48,"Cropland","1000 ha",9002.6
"Morocco 2010","Morocco",2010,"Total Population - Both sexes","1000 persons",32464.865,"Cereals, primary","Production","tonnes",7834479.24,"Cropland","1000 ha",8988.3
"Morocco 2011","Morocco",2011,"Total Population - Both sexes","1000 persons",32903.699,"Cereals, primary","Production","tonnes",8689334,"Cropland","1000 ha",9103.8
"Morocco 2012","Morocco",2012,"Total Population - Both sexes","1000 persons",33352.169,"Cereals, primary","Production","tonnes",5311218.76,"Cropland","1000 ha",9403
"Morocco 2013","Morocco",2013,"Total Population - Both sexes","1000 persons",33803.527,"Cereals, primary","Production","tonnes",9874542.88,"Cropland","1000 ha",9585
"Morocco 2014","Morocco",2014,"Total Population - Both sexes","1000 persons",34248.603,"Cereals, primary","Production","tonnes",6936819.24,"Cropland","1000 ha",9082.5
"Morocco 2015","Morocco",2015,"Total Population - Both sexes","1000 persons",34680.458,"Cereals, primary","Production","tonnes",11687921.96,"Cropland","1000 ha",9047
"Morocco 2016","Morocco",2016,"Total Population - Both sexes","1000 persons",35107.264,"Cereals, primary","Production","tonnes",3560828.31,"Cropland","1000 ha",9875
"Morocco 2017","Morocco",2017,"Total Population - Both sexes","1000 persons",35528.115,"Cereals, primary","Production","tonnes",9787464.69,"Cropland","1000 ha",10046.5482
"Morocco 2018","Morocco",2018,"Total Population - Both sexes","1000 persons",35927.511,"Cereals, primary","Production","tonnes",10389635.57,"Cropland","1000 ha",9525.8072
"Morocco 2019","Morocco",2019,"Total Population - Both sexes","1000 persons",36304.408,"Cereals, primary","Production","tonnes",5316308.97,"Cropland","1000 ha",8611.907
"Morocco 2020","Morocco",2020,"Total Population - Both sexes","1000 persons",36688.772,"Cereals, primary","Production","tonnes",3325700.24,"Cropland","1000 ha",9382
"Pakistan 1961","Pakistan",1961,"Total Population - Both sexes","1000 persons",47060.915,"Cereals, primary","Production","tonnes",6729680,"Cropland","1000 ha",30730
"Pakistan 1962","Pakistan",1962,"Total Population - Both sexes","1000 persons",48161.841,"Cereals, primary","Production","tonnes",6941600,"Cropland","1000 ha",30840
"Pakistan 1963","Pakistan",1963,"Total Population - Both sexes","1000 persons",49325.05,"Cereals, primary","Production","tonnes",7208300,"Cropland","1000 ha",30880
"Pakistan 1964","Pakistan",1964,"Total Population - Both sexes","1000 persons",50552.592,"Cereals, primary","Production","tonnes",7565300,"Cropland","1000 ha",31355
"Pakistan 1965","Pakistan",1965,"Total Population - Both sexes","1000 persons",51841.626,"Cereals, primary","Production","tonnes",7866500,"Cropland","1000 ha",32235
"Pakistan 1966","Pakistan",1966,"Total Population - Both sexes","1000 persons",53199.414,"Cereals, primary","Production","tonnes",7281250,"Cropland","1000 ha",32415
"Pakistan 1967","Pakistan",1967,"Total Population - Both sexes","1000 persons",54629.793,"Cereals, primary","Production","tonnes",8166500,"Cropland","1000 ha",32470
"Pakistan 1968","Pakistan",1968,"Total Population - Both sexes","1000 persons",56124.743,"Cereals, primary","Production","tonnes",10791900,"Cropland","1000 ha",32170
"Pakistan 1969","Pakistan",1969,"Total Population - Both sexes","1000 persons",57676.805,"Cereals, primary","Production","tonnes",11569500,"Cropland","1000 ha",30700
"Pakistan 1970","Pakistan",1970,"Total Population - Both sexes","1000 persons",59290.872,"Cereals, primary","Production","tonnes",12097337,"Cropland","1000 ha",30865
"Pakistan 1971","Pakistan",1971,"Total Population - Both sexes","1000 persons",60878.781,"Cereals, primary","Production","tonnes",11336393,"Cropland","1000 ha",30485
"Pakistan 1972","Pakistan",1972,"Total Population - Both sexes","1000 persons",62509.565,"Cereals, primary","Production","tonnes",11800886,"Cropland","1000 ha",30505
"Pakistan 1973","Pakistan",1973,"Total Population - Both sexes","1000 persons",64285.624,"Cereals, primary","Production","tonnes",12730806,"Cropland","1000 ha",31400
"Pakistan 1974","Pakistan",1974,"Total Population - Both sexes","1000 persons",66149.169,"Cereals, primary","Production","tonnes",12515833,"Cropland","1000 ha",30740
"Pakistan 1975","Pakistan",1975,"Total Population - Both sexes","1000 persons",68126.999,"Cereals, primary","Production","tonnes",13127967,"Cropland","1000 ha",31035
"Pakistan 1976","Pakistan",1976,"Total Population - Both sexes","1000 persons",70230.923,"Cereals, primary","Production","tonnes",14262949,"Cropland","1000 ha",30712
"Pakistan 1977","Pakistan",1977,"Total Population - Both sexes","1000 persons",72451.105,"Cereals, primary","Production","tonnes",15115120,"Cropland","1000 ha",30913
"Pakistan 1978","Pakistan",1978,"Total Population - Both sexes","1000 persons",74789.33,"Cereals, primary","Production","tonnes",14764206,"Cropland","1000 ha",31417
"Pakistan 1979","Pakistan",1979,"Total Population - Both sexes","1000 persons",77407.341,"Cereals, primary","Production","tonnes",16304600,"Cropland","1000 ha",31337
"Pakistan 1980","Pakistan",1980,"Total Population - Both sexes","1000 persons",80624.057,"Cereals, primary","Production","tonnes",17073600,"Cropland","1000 ha",32416
"Pakistan 1981","Pakistan",1981,"Total Population - Both sexes","1000 persons",84270.202,"Cereals, primary","Production","tonnes",18222050,"Cropland","1000 ha",31504
"Pakistan 1982","Pakistan",1982,"Total Population - Both sexes","1000 persons",87828.198,"Cereals, primary","Production","tonnes",18075950,"Cropland","1000 ha",33509
"Pakistan 1983","Pakistan",1983,"Total Population - Both sexes","1000 persons",91080.372,"Cereals, primary","Production","tonnes",19100750,"Cropland","1000 ha",31409
"Pakistan 1984","Pakistan",1984,"Total Population - Both sexes","1000 persons",94003.867,"Cereals, primary","Production","tonnes",17535900,"Cropland","1000 ha",32500
"Pakistan 1985","Pakistan",1985,"Total Population - Both sexes","1000 persons",97121.552,"Cereals, primary","Production","tonnes",17699400,"Cropland","1000 ha",32118
"Pakistan 1986","Pakistan",1986,"Total Population - Both sexes","1000 persons",100618.523,"Cereals, primary","Production","tonnes",20866100,"Cropland","1000 ha",30571
"Pakistan 1987","Pakistan",1987,"Total Population - Both sexes","1000 persons",104251.093,"Cereals, primary","Production","tonnes",18428100,"Cropland","1000 ha",31671
"Pakistan 1988","Pakistan",1988,"Total Population - Both sexes","1000 persons",107967.838,"Cereals, primary","Production","tonnes",19240300,"Cropland","1000 ha",30347
"Pakistan 1989","Pakistan",1989,"Total Population - Both sexes","1000 persons",111670.386,"Cereals, primary","Production","tonnes",21017550,"Cropland","1000 ha",30860
"Pakistan 1990","Pakistan",1990,"Total Population - Both sexes","1000 persons",115414.069,"Cereals, primary","Production","tonnes",20957200,"Cropland","1000 ha",30206
"Pakistan 1991","Pakistan",1991,"Total Population - Both sexes","1000 persons",119203.569,"Cereals, primary","Production","tonnes",21137950,"Cropland","1000 ha",30270
"Pakistan 1992","Pakistan",1992,"Total Population - Both sexes","1000 persons",122375.179,"Cereals, primary","Production","tonnes",22123350,"Cropland","1000 ha",30380
"Pakistan 1993","Pakistan",1993,"Total Population - Both sexes","1000 persons",125546.615,"Cereals, primary","Production","tonnes",23869650,"Cropland","1000 ha",30750
"Pakistan 1994","Pakistan",1994,"Total Population - Both sexes","1000 persons",129245.139,"Cereals, primary","Production","tonnes",22338150,"Cropland","1000 ha",30790
"Pakistan 1995","Pakistan",1995,"Total Population - Both sexes","1000 persons",133117.476,"Cereals, primary","Production","tonnes",25036450,"Cropland","1000 ha",31026
"Pakistan 1996","Pakistan",1996,"Total Population - Both sexes","1000 persons",137234.81,"Cereals, primary","Production","tonnes",25394800,"Cropland","1000 ha",31172
"Pakistan 1997","Pakistan",1997,"Total Population - Both sexes","1000 persons",141330.267,"Cereals, primary","Production","tonnes",25259600,"Cropland","1000 ha",31669
"Pakistan 1998","Pakistan",1998,"Total Population - Both sexes","1000 persons",145476.106,"Cereals, primary","Production","tonnes",27985200,"Cropland","1000 ha",31760
"Pakistan 1999","Pakistan",1999,"Total Population - Both sexes","1000 persons",149694.462,"Cereals, primary","Production","tonnes",27756417,"Cropland","1000 ha",31756
"Pakistan 2000","Pakistan",2000,"Total Population - Both sexes","1000 persons",154369.924,"Cereals, primary","Production","tonnes",30460700,"Cropland","1000 ha",31698
"Pakistan 2001","Pakistan",2001,"Total Population - Both sexes","1000 persons",159217.727,"Cereals, primary","Production","tonnes",27048000,"Cropland","1000 ha",31972
"Pakistan 2002","Pakistan",2002,"Total Population - Both sexes","1000 persons",163262.807,"Cereals, primary","Production","tonnes",27172850,"Cropland","1000 ha",31884
"Pakistan 2003","Pakistan",2003,"Total Population - Both sexes","1000 persons",166876.68,"Cereals, primary","Production","tonnes",28963500,"Cropland","1000 ha",31842
"Pakistan 2004","Pakistan",2004,"Total Population - Both sexes","1000 persons",170648.62,"Cereals, primary","Production","tonnes",30311300,"Cropland","1000 ha",31045
"Pakistan 2005","Pakistan",2005,"Total Population - Both sexes","1000 persons",174372.098,"Cereals, primary","Production","tonnes",33507800,"Cropland","1000 ha",30965
"Pakistan 2006","Pakistan",2006,"Total Population - Both sexes","1000 persons",178069.984,"Cereals, primary","Production","tonnes",33027900,"Cropland","1000 ha",31135
"Pakistan 2007","Pakistan",2007,"Total Population - Both sexes","1000 persons",181924.521,"Cereals, primary","Production","tonnes",35812200,"Cropland","1000 ha",31013
"Pakistan 2008","Pakistan",2008,"Total Population - Both sexes","1000 persons",185931.955,"Cereals, primary","Production","tonnes",35528100,"Cropland","1000 ha",30313
"Pakistan 2009","Pakistan",2009,"Total Population - Both sexes","1000 persons",190123.222,"Cereals, primary","Production","tonnes",38147050,"Cropland","1000 ha",30277
"Pakistan 2010","Pakistan",2010,"Total Population - Both sexes","1000 persons",194454.498,"Cereals, primary","Production","tonnes",34811258,"Cropland","1000 ha",30242
"Pakistan 2011","Pakistan",2011,"Total Population - Both sexes","1000 persons",198602.738,"Cereals, primary","Production","tonnes",39304580,"Cropland","1000 ha",30936
"Pakistan 2012","Pakistan",2012,"Total Population - Both sexes","1000 persons",202205.861,"Cereals, primary","Production","tonnes",36496350,"Cropland","1000 ha",31063
"Pakistan 2013","Pakistan",2013,"Total Population - Both sexes","1000 persons",205337.562,"Cereals, primary","Production","tonnes",40109711,"Cropland","1000 ha",31280
"Pakistan 2014","Pakistan",2014,"Total Population - Both sexes","1000 persons",208251.628,"Cereals, primary","Production","tonnes",41895811,"Cropland","1000 ha",31252
"Pakistan 2015","Pakistan",2015,"Total Population - Both sexes","1000 persons",210969.298,"Cereals, primary","Production","tonnes",41081682,"Cropland","1000 ha",31202
"Pakistan 2016","Pakistan",2016,"Total Population - Both sexes","1000 persons",213524.84,"Cereals, primary","Production","tonnes",42555022,"Cropland","1000 ha",31794
"Pakistan 2017","Pakistan",2017,"Total Population - Both sexes","1000 persons",216379.655,"Cereals, primary","Production","tonnes",44299994.5,"Cropland","1000 ha",32003
"Pakistan 2018","Pakistan",2018,"Total Population - Both sexes","1000 persons",219731.479,"Cereals, primary","Production","tonnes",39658364,"Cropland","1000 ha",31953
"Pakistan 2019","Pakistan",2019,"Total Population - Both sexes","1000 persons",223293.28,"Cereals, primary","Production","tonnes",43912063,"Cropland","1000 ha",31323
"Pakistan 2020","Pakistan",2020,"Total Population - Both sexes","1000 persons",227196.741,"Cereals, primary","Production","tonnes",47226053,"Cropland","1000 ha",31723
"Peru 1961","Peru",1961,"Total Population - Both sexes","1000 persons",10478.096,"Cereals, primary","Production","tonnes",1070135,"Cropland","1000 ha",1956
"Peru 1962","Peru",1962,"Total Population - Both sexes","1000 persons",10792.094,"Cereals, primary","Production","tonnes",1130621,"Cropland","1000 ha",2099
"Peru 1963","Peru",1963,"Total Population - Both sexes","1000 persons",11112.665,"Cereals, primary","Production","tonnes",1014480,"Cropland","1000 ha",2380
"Peru 1964","Peru",1964,"Total Population - Both sexes","1000 persons",11442.301,"Cereals, primary","Production","tonnes",1203288,"Cropland","1000 ha",2618
"Peru 1965","Peru",1965,"Total Population - Both sexes","1000 persons",11781.581,"Cereals, primary","Production","tonnes",1205808,"Cropland","1000 ha",2700
